"Id","Guid","ModuleId","ModuleName","Name","Description","Alias","AllowFilter","ASOStatus","IsDeleted","UpdateInformation"
"381","bca05514-8347-4ccc-b790-df1e0cf1b13c","580","EHS Events","Individual Impact",,"Individual_Impact","False","0","False","@{CreateDate=2017-08-16T20:20:36.067; UpdateDate=2017-08-16T20:20:36.067; CreateLogin=1499; UpdateLogin=1499}"
"382","db0e0015-a814-47b8-a67f-da2940b210a2","581","Witness Statement","Witness Testimony",,"Witness_Testimony","False","0","False","@{CreateDate=2017-08-16T20:20:36.067; UpdateDate=2017-08-16T20:20:36.067; CreateLogin=1499; UpdateLogin=1499}"
"383","87c5623a-05f1-45bc-a08c-5ffd852e8a77","582","EHS Summary Log","EH&S Metrics",,"EHS_Metrics","False","0","False","@{CreateDate=2017-08-16T20:20:36.067; UpdateDate=2017-08-16T20:20:36.067; CreateLogin=1499; UpdateLogin=1499}"
"384","dbe8e162-4379-421c-abd6-ba50d9fe44d7","583","Corrective and Preventive Actions","Corrective and Preventitive Actions",,"Corrective_and_Preventitive_Actions","False","0","False","@{CreateDate=2017-08-16T20:20:36.067; UpdateDate=2017-08-16T20:20:36.067; CreateLogin=1499; UpdateLogin=1499}"
"385","7842c6e6-0113-4043-9c10-91c531c07d16","584","Root Cause Analysis","Root Cause Analysis",,"Root_Cause_Analysis","False","0","False","@{CreateDate=2017-08-16T20:20:36.067; UpdateDate=2017-08-16T20:20:36.067; CreateLogin=1499; UpdateLogin=1499}"
"386","f273eb8c-8eb4-4386-8686-4ae6aeb11bab","585","Bodily Location of Injury","Bodily Location of Injury",,"Bodily_Location_of_Injury","False","0","False","@{CreateDate=2017-08-16T20:20:36.067; UpdateDate=2017-08-16T20:20:36.067; CreateLogin=1499; UpdateLogin=1499}"
"387","4926926b-68de-46f1-993c-90534e55e847","586","FCPA Projects","FCPA Projects",,"FCPA_Projects","False","0","False","@{CreateDate=2017-08-16T20:29:23.59; UpdateDate=2017-08-16T20:29:23.59; CreateLogin=1499; UpdateLogin=1499}"
"388","0684c568-900b-4e39-8df1-e18d0aa82adb","587","Transactions","Transactions",,"Transactions","False","0","False","@{CreateDate=2017-08-16T20:29:23.59; UpdateDate=2017-08-16T20:29:23.59; CreateLogin=1499; UpdateLogin=1499}"
"389","0970af75-acff-4af1-bc72-17e7c42bb079","588","Transaction Requests","Transaction Requests",,"Transaction_Requests","False","0","False","@{CreateDate=2017-08-16T20:29:23.59; UpdateDate=2017-08-16T20:29:23.59; CreateLogin=1499; UpdateLogin=1499}"
"390","b13cb599-14d5-4215-9abd-2226ed87be30","589","FCPA Program Assessment","FCPA Compliance Program Assessment",,"FCPA_Compliance_Program_Assessment","False","0","False","@{CreateDate=2017-08-16T20:29:23.59; UpdateDate=2017-08-16T20:29:23.59; CreateLogin=1499; UpdateLogin=1499}"
"391","1c4b745a-18fb-46c9-96b5-1defcd5a259d","590","Vendor Profile (ODA)","Vendor Profile (ODA)",,"Vendor_Profile_ODA","False","0","False","@{CreateDate=2017-08-17T07:26:56.583; UpdateDate=2017-08-17T07:26:56.583; CreateLogin=1268; UpdateLogin=1268}"
"392","2d2eebec-1712-4687-a8d9-69292864f73b","591","Vendor Contacts (ODA)","Vendor Contacts",,"Vendor_Contacts","False","0","False","@{CreateDate=2017-08-17T07:26:56.583; UpdateDate=2017-08-17T07:26:56.583; CreateLogin=1268; UpdateLogin=1268}"
"393","d7b7ae83-ff0a-44f4-81bc-20a2cc4f27c2","592","Vendor Contracts (ODA)","Vendor Contracts",,"Vendor_Contracts","False","0","False","@{CreateDate=2017-08-17T07:26:56.583; UpdateDate=2017-08-17T07:26:56.583; CreateLogin=1268; UpdateLogin=1268}"
"394","ded37191-2146-4d15-ba9e-aa2f39e7d410","593","Vendor Engagements (ODA)","Vendor Engagements",,"Vendor_Engagements","False","0","False","@{CreateDate=2017-08-17T07:26:56.583; UpdateDate=2017-08-17T07:26:56.583; CreateLogin=1268; UpdateLogin=1268}"
"395","cce8f940-cc1c-4833-b7bd-3cd0e7c8ddfc","594","Tiered Vendor Financial Viability Assessment","Tiered Vendor Financial Viability Assessment",,"Tiered_Vendor_Financial_Viability_Assess","False","0","False","@{CreateDate=2017-08-17T07:26:56.583; UpdateDate=2017-08-17T07:26:56.583; CreateLogin=1268; UpdateLogin=1268}"
"396","f7b6dc92-18a3-452e-a3ac-246a147bc020","595","Tier 1 Risk Assessment","Tier 1 Risk Assessment",,"Tier_1_Risk_Assessment","False","0","False","@{CreateDate=2017-08-17T07:26:56.583; UpdateDate=2017-08-17T07:26:56.583; CreateLogin=1268; UpdateLogin=1268}"
"397","1aeaf5ee-d24f-4518-ae2e-82c2987497a0","596","Tier 2/3 Risk Assessment","Tier 2 Risk Assessment",,"Tier_2_Risk_Assessment","False","0","False","@{CreateDate=2017-08-17T07:26:56.583; UpdateDate=2017-08-17T07:26:56.583; CreateLogin=1268; UpdateLogin=1268}"
"398","711066ad-1fb3-4fd4-9b16-3e1117158aef","597","SLA Objectives","SLA Objectives",,"SLA_Objectives","False","0","False","@{CreateDate=2017-08-17T07:26:56.583; UpdateDate=2017-08-17T07:26:56.583; CreateLogin=1268; UpdateLogin=1268}"
"399","95399d86-0b51-4db6-b35f-cc6093dca782","598","UCF Authority Documents","UCF Authority Documents",,"UCF_Authority_Documents","False","0","False","@{CreateDate=2017-09-11T22:32:58.303; UpdateDate=2017-09-11T22:32:58.303; CreateLogin=1499; UpdateLogin=1499}"
"400","c67076a3-2829-417f-8b44-f9d4a7fb4808","599","UCF Citations","UCF Citations",,"UCF_Citations","False","0","False","@{CreateDate=2017-09-11T22:32:58.303; UpdateDate=2017-09-11T22:32:58.303; CreateLogin=1499; UpdateLogin=1499}"
"401","4c5d06e5-5162-4d60-a32f-96fe25f2c28b","600","UCF Controls","UCF Controls",,"UCF_Controls","False","0","False","@{CreateDate=2017-09-11T22:32:58.303; UpdateDate=2017-09-11T22:32:58.303; CreateLogin=1499; UpdateLogin=1499}"
"402","184553ba-504c-4b40-a1fd-f3e3ae1ec9bb","601","UCF Roles","Roles",,"Roles","False","0","False","@{CreateDate=2017-09-11T22:32:58.303; UpdateDate=2017-09-11T22:32:58.303; CreateLogin=1499; UpdateLogin=1499}"
"403","42406cb8-96c8-4fca-a994-4a7022709943","602","UCF Audit","Audit Item",,"Audit_Item","False","0","False","@{CreateDate=2017-09-11T22:32:58.303; UpdateDate=2017-09-11T22:32:58.303; CreateLogin=1499; UpdateLogin=1499}"
"404","f6d119bc-eef6-4e29-a06d-e4e0559f80d5","603","Stakeholder Evaluation","Suitability of Persons",,"Suitability_of_Persons","False","0","False","@{CreateDate=2017-09-11T22:41:22.027; UpdateDate=2017-09-11T22:41:22.027; CreateLogin=1499; UpdateLogin=1499}"
"405","c5049132-4dd9-4f6c-9dc8-05f99ad6ad3d","604","Stakeholder Self Assessment","Suitability Self Assessment",,"Suitability_Self_Assessment","False","0","False","@{CreateDate=2017-09-11T22:41:22.027; UpdateDate=2017-09-11T22:41:22.027; CreateLogin=1499; UpdateLogin=1499}"
"406","9463f2c1-9ca9-4b84-bdae-85cc7814092a","605","Peer Reviews","Peer Review",,"Peer_Review","False","0","False","@{CreateDate=2017-09-11T22:41:22.027; UpdateDate=2017-09-11T22:41:22.027; CreateLogin=1499; UpdateLogin=1499}"
"407","b464fd88-a86c-4971-a820-92b9f2c22590","606","Validation License / Experience","Validation Licence / Experience",,"Validation_Licence__Experience","False","0","False","@{CreateDate=2017-09-11T22:41:22.027; UpdateDate=2017-09-11T22:41:22.027; CreateLogin=1499; UpdateLogin=1499}"
"408","be339d74-b96d-49ac-a46b-d4ac63dbb4fb","607","CFR Application","Source",,"Source","False","0","False","@{CreateDate=2017-09-14T14:59:59.537; UpdateDate=2017-09-14T14:59:59.537; CreateLogin=1499; UpdateLogin=1499}"
"409","230e182b-e9aa-4700-96f6-afa932948815","607","CFR Application","Topic",,"Topic","False","0","False","@{CreateDate=2017-09-14T14:59:59.537; UpdateDate=2017-09-14T14:59:59.537; CreateLogin=1499; UpdateLogin=1499}"
"410","f15c9ba3-8a90-43a2-b8a8-2c7e0ca54a44","607","CFR Application","Section",,"Section","False","0","False","@{CreateDate=2017-09-14T14:59:59.537; UpdateDate=2017-09-14T14:59:59.537; CreateLogin=1499; UpdateLogin=1499}"
"411","3e06a333-2e46-4c68-adc1-53f2329373a2","607","CFR Application","SubSection",,"SubSection","False","0","False","@{CreateDate=2017-09-14T14:59:59.537; UpdateDate=2017-09-14T14:59:59.537; CreateLogin=1499; UpdateLogin=1499}"
"412","30e29bdb-f737-4126-8b81-329f7427aced","607","CFR Application","Level 5",,"Level_5","False","0","False","@{CreateDate=2017-09-14T14:59:59.537; UpdateDate=2017-09-14T14:59:59.537; CreateLogin=1499; UpdateLogin=1499}"
"413","5f1ce176-cc9f-448f-86f6-26cf2b120e8b","607","CFR Application","Level 6",,"Level_6","False","0","False","@{CreateDate=2017-09-14T14:59:59.537; UpdateDate=2017-09-14T14:59:59.537; CreateLogin=1499; UpdateLogin=1499}"
"414","1f5090cf-0400-4a25-a65c-44c69ed9b2c1","607","CFR Application","Level 7",,"Level_7","False","0","False","@{CreateDate=2017-09-14T14:59:59.537; UpdateDate=2017-09-14T14:59:59.537; CreateLogin=1499; UpdateLogin=1499}"
"415","4082ca8e-b64c-4a68-82c0-8395fb06d470","608","CFR Extracts","CFR Extracts",,"CFR_Extracts","False","0","False","@{CreateDate=2017-09-14T14:59:59.537; UpdateDate=2017-09-14T14:59:59.537; CreateLogin=1499; UpdateLogin=1499}"
"416","5fcc7138-769c-4eb9-9984-bd17a90d0e91","609","Key And Certificate Management","Certificate/Key Compliance Manager",,"CertificateKey_Compliance_Manager","False","0","False","@{CreateDate=2017-09-14T15:10:54.087; UpdateDate=2017-09-14T15:10:54.087; CreateLogin=1499; UpdateLogin=1499}"
"417","3e8d7ec5-fb89-4771-afb7-c3ff99dba4e4","610","Complaints","Complaints",,"Complaints","False","0","False","@{CreateDate=2017-09-22T17:28:02.9; UpdateDate=2017-09-22T17:28:02.9; CreateLogin=1361; UpdateLogin=1361}"
"420","dadcc6a5-43e3-4de3-ae2b-827a3adcf115","613","Smelter Information","Non-Listed Smelters",,"NonListed_Smelters","False","0","False","@{CreateDate=2017-09-22T17:50:11.497; UpdateDate=2017-09-22T17:50:11.497; CreateLogin=1361; UpdateLogin=1361}"
"421","5c33b0a5-4f2f-4f0a-8c8a-58eca4347697","614","Gift Registry","Gift Registry",,"Gift_Registry","False","0","False","@{CreateDate=2017-09-22T18:04:57.827; UpdateDate=2017-09-22T18:04:57.827; CreateLogin=1361; UpdateLogin=1361}"
"422","4b80a764-8ae0-41aa-bbd0-fdd9cd2d4b40","615","Exam Management","Regulatory Examination Management",,"Regulatory_Examination_Management","False","0","False","@{CreateDate=2017-09-22T18:09:27.357; UpdateDate=2017-11-03T18:35:37.04; CreateLogin=1361; UpdateLogin=230}"
"423","c5169a73-384d-40ed-9adb-0c276a5ff344","616","Conflict Minerals Reporting ","Conflict Minerals Reporting ",,"Conflict_Minerals_Reporting_","False","0","False","@{CreateDate=2017-09-28T01:27:37.963; UpdateDate=2017-09-28T01:27:37.963; CreateLogin=1361; UpdateLogin=1361}"
"424","e30cd460-67dd-4241-a354-eb037324b3c5","617","Conflict Minerals Assessment","Conflict Minerals Supplier Due Diligence",,"Conflict_Minerals_Supplier_Due_Diligence","False","0","False","@{CreateDate=2017-09-28T01:27:37.963; UpdateDate=2017-09-28T01:27:37.963; CreateLogin=1361; UpdateLogin=1361}"
"425","040cc256-b1de-4995-b60d-11c98ec4b122","618","Control Instance","Control Instance",,"Control_Instance","False","0","False","@{CreateDate=2017-10-04T14:43:42.18; UpdateDate=2017-10-04T14:43:42.18; CreateLogin=1496; UpdateLogin=1496}"
"426","61cfa278-af31-4613-9ac2-90f92de386cc","619","Device Assessment","Device Assessment",,"Device_Assessment","False","0","False","@{CreateDate=2017-10-04T14:52:10.25; UpdateDate=2017-10-04T14:52:10.25; CreateLogin=1496; UpdateLogin=1496}"
"427","70c36cfa-8c16-4bf0-8d3b-373e4fc00aa1","621","Admin Dashboard","Admin Dashboard",,"Admin_Dashboard","False","0","False","@{CreateDate=2017-10-28T18:48:22.197; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"428","ebc5e189-1359-416c-9a24-9359cc2389f2","622","Exam Hours","Exam Hours",,"Exam_Hours","False","0","False","@{CreateDate=2017-10-31T19:52:26.783; UpdateDate=2017-11-03T18:35:37.04; CreateLogin=230; UpdateLogin=230}"
"429","b34bc440-14ee-47bb-b43f-1f1a6c3ffc09","623","Information Requests","Information Requests",,"Information_Requests","False","0","False","@{CreateDate=2017-10-31T19:52:26.783; UpdateDate=2017-11-03T18:35:37.04; CreateLogin=230; UpdateLogin=230}"
"430","f1fdc29a-258a-4d9e-9eac-8781b15eab7e","624","Exam Evidence Document Repository","Document Repository",,"Document_Repository","False","0","False","@{CreateDate=2017-10-31T19:52:26.783; UpdateDate=2017-11-03T18:35:37.04; CreateLogin=230; UpdateLogin=230}"
"431","5ae8f0dc-43a2-4219-be19-a9bf845fe5a7","625","Support Requests","Archer Support Request",,"Archer_Support_Request","False","0","False","@{CreateDate=2017-11-08T16:36:40.353; UpdateDate=2017-11-08T16:36:40.353; CreateLogin=230; UpdateLogin=230}"
"432","3fc33b25-688b-4034-a6c0-a0f46bec18a1","626","Support Request Comments","Support Request Comments",,"Support_Request_Comments","False","0","False","@{CreateDate=2017-11-08T16:36:40.353; UpdateDate=2017-11-08T16:36:40.353; CreateLogin=230; UpdateLogin=230}"
"433","7c402b5e-8208-4823-82c4-c40448f53dd5","627","SDN List","SDN List",,"SDN_List","False","0","False","@{CreateDate=2017-11-21T16:41:52.9; UpdateDate=2017-11-21T16:41:52.9; CreateLogin=230; UpdateLogin=230}"
"435","232e933c-6e3d-4705-9218-51c323b1279e","629","ISMS Risks","ISMS Risk Assessment",,"ISMS_Risk_Assessment","False","0","False","@{CreateDate=2018-01-17T22:01:23.08; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=1526; UpdateLogin=2}"
"436","7f185cdd-1c9b-4e1a-a1e0-20922fd33896","630","ISMS Audit","Audit Workpaper (Alternate)",,"Audit_Workpaper_Alternate","False","0","False","@{CreateDate=2018-01-17T22:01:23.08; UpdateDate=2018-01-17T22:01:23.08; CreateLogin=1526; UpdateLogin=1526}"
"437","ba8e2b75-2da1-4c88-bbc9-a70abb342f2c","631","ISMS Site SOA","Site Statement of Applicability",,"Site_Statement_of_Applicability","False","0","False","@{CreateDate=2018-01-17T22:01:23.08; UpdateDate=2018-01-17T22:01:23.08; CreateLogin=1526; UpdateLogin=1526}"
"438","12600ed0-eb0c-490a-a3ba-04d9ab9b98b7","632","ISO 27001 Gap Analysis","ISO 27001 Gap Analysis",,"ISO_27001_Gap_Analysis","False","0","False","@{CreateDate=2018-01-17T22:01:23.08; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=1526; UpdateLogin=2}"
"439","71ce81ff-4ab1-40b4-9734-687dd0dec990","633","Copy of Document Repository","Copy of Document Repository","Migrated Level","Copy_of_Document_Repository","False","0","False","@{CreateDate=2018-01-19T14:39:40.573; UpdateDate=2018-01-19T14:39:40.573; CreateLogin=1512; UpdateLogin=1512}"
"440","a8e5d8cb-30ea-4afe-9a06-3746a363b78c","634","Documentation Requests","Documentation Request",,"Documentation_Request","False","0","False","@{CreateDate=2018-02-02T17:47:54.663; UpdateDate=2018-02-02T17:47:54.663; CreateLogin=230; UpdateLogin=230}"
"441","2f6149f5-d10b-46ca-b6d4-f7802325ac1c","635","Notification Recipient","Notification Recipient",,"Notification_Recipient","False","0","False","@{CreateDate=2018-02-15T02:56:34.567; UpdateDate=2018-02-15T03:19:41.37; CreateLogin=230; UpdateLogin=230}"
"442","6d53d985-c36b-4e1d-b113-76bba356523f","636","Notification Results","Notification Results",,"Notification_Results","False","0","False","@{CreateDate=2018-02-15T02:56:34.567; UpdateDate=2018-02-15T02:56:34.567; CreateLogin=230; UpdateLogin=230}"
"443","e0256d9f-de33-456f-b6b1-2ad633a8c203","637","Emergency Notification Calling Tree","Emergency Notification Calling Tree","Migrated Level","Emergency_Notif_Call_Tree","False","0","False","@{CreateDate=2018-02-15T02:56:34.567; UpdateDate=2018-02-15T02:56:34.567; CreateLogin=230; UpdateLogin=230}"
"444","16840a74-e6a5-4b29-a2db-5ce4da1c8c85","640","Loss Event Impacts","Impacts",,"Impacts","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"445","441c1cf7-7651-4eda-b071-7df67e418b56","641","Impact Approval Rules","Impact Approval Rules","A Rule is the top level of the 'Impact Approval Rule' definition and typically identifies the Business Unit, Event's Impact Type along with a Default Owner.","Loss_Event_Impact_Approval_Rules","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"446","f5031f2c-6a0b-4f32-93ca-c14153b2281f","641","Impact Approval Rules","Thresholds","Thresholds are defined to facilitate monetary range based Approvals for a particular combination of Business Unit, Event's Impact Type (as defined in the Level 1) so that the Impacts can be appropriately routed within its workflow.","Thresholds","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"447","f1759b07-f9e9-44e2-8424-d249c3368277","642","Process Narratives","Process Narrative",,"Process_Narrative","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"448","b4372dc5-608c-4988-8cf6-09f0ed226378","642","Process Narratives","Narrative Steps",,"Narrative_Steps","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"449","447fffb2-c203-4b6b-90ad-ecf50a15a73a","643","PBC Documentation Requests","PBC Documentation Requests",,"PBC_Documentation_Requests","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"450","c5d5e257-c60d-4b19-b3c5-5e73f8beb648","644","Operating Effectiveness Testing Package","Operating Effectiveness Testing Package",,"Operating_Effectiveness_Testing_Package","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"451","e47fa8a9-3c13-4f2d-8062-c0af32f6346f","645","Risk Scenario Library","Risk Scenario Library","Migrated Level","Risk_Scenario_Library","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"452","886b6461-836e-45bf-9ffd-e30ca0d51d66","646","Risk Scenario","Risk Scenario","Migrated Level","Risk_Scenario","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"453","b075f5ed-cdec-4af2-8f49-507a8139b39a","647","Technologies(1)","Technologies",,"Technologies","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"454","8e1650fb-70c5-4d65-89ad-c622faf927f3","648","Vulnerability Historical Data","Vulnerability Historical Data",,"Vulnerability_Historical_Data","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"455","64e01064-80a1-4649-ab5f-524564dde149","649","Vulnerability Tickets","Vulnerability Tickets",,"Vulnerability_Tickets","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"456","601b561d-ff0d-422a-ac07-6a9af08c0025","650","Vulnerability Reference Lists","Reference List Applications",,"Reference_List_Applications","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"457","dce6fa4b-21d2-4e45-96d4-d09ba0399191","651","Scoping Units","Scoping Units",,"Scoping_Units","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"458","0ea30318-d944-4046-8af2-c77f5c6089e6","652","Compliance Scope","Compliance Scope",,"Testing_Unit","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"459","107ebecc-8c03-4743-915f-35cb7ebcc63a","653","Compliance Engagement","Compliance Engagements",,"Compliance_Engagements","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"460","9982d39a-a4df-4dea-8f20-c51096402ccf","654","Evidence Repository","Evidence Repository",,"Evidence_Repository","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"461","5c2d3ec7-5ac8-4239-a836-a5cace2f60f4","655","Master Controls","Master Controls","Migrated Level","Master_Controls","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"462","9a94c161-de33-4b6f-8e76-64439c340ad0","656","Control Generator","Control Generator",,"Control_Generator","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"463","0af96737-5209-43f2-bb09-099c659dcac9","657","ISMS Controls","ISMS Controls",,"ISMS_Controls","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"464","7e47f526-fb1c-44f7-98f1-76e85c1fdf93","658","ISMS Audit(1)","ISMS Audit 2222",,"ISMS_Audit_2222","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"465","83b4bc21-99e7-45e9-a570-e9bb42222069","659","Processing Activities","Processing Activities Repository",,"Processing_Activities_Repository","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"466","be6dc5a0-3756-43f3-98c8-c7fc38c77fb6","660","Retention Schedules","Retention Schedules",,"Retention_Schedules","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"467","8dd27771-7bdb-412b-892d-fffa294b11d3","661","Notice and Consent Library","Notice and Consent Library",,"Notice_and_Consent_Library","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"468","1d62adf4-8085-4e44-b45f-dbc13a18a094","662","Regulatory Communications","Regulatory Cases",,"Regulatory_Cases","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"469","73d4ca59-1ec5-4c43-871b-602cd80bbb18","663","Data Protection Projects","Data Protection Projects",,"Data_Protection_Projects","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"470","0dfeacd5-e24c-40e4-9da3-2f558d1045b7","664","Privacy Roles and Responsibilities","Joint Controller Responsibilities",,"Joint_Controller_Responsibilities","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"471","67abb8d8-0335-472f-bb29-926fc7075ba4","665","Process Narrative Walkthrough","Process Narrative Walkthrough",,"Process_Narrative_Walkthrough","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"472","00e64f60-9f8d-4808-a6f0-ca62fe26d9b6","666","Control 302 Certifications","Control 302 Certifications",,"Control_302_Certifications","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"473","67f4a6f2-7d7b-468f-90b1-b3790e33f6a2","667","PCI 3.2.1 Self-Assessment (SAQ)","PCI 3.2.1 Self-Assessment (SAQ)",,"PCI_321_SelfAssessment_SAQ","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"474","2f0a7e4f-6c1f-485b-918b-0c9de82f2d53","668","Risk Approval Assessment","Risk Approval Assessment",,"Risk_Approval_Assessment","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"475","eaba9f02-80d9-4e39-bbf7-79a5d92a4a30","669","Article 30 Checklist","Article 30 Checklist",,"Article_30_Checklist","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"476","2d9b6d08-db2b-4ea2-8481-708c856dcfe1","670","Data Identification Assessment","Data Identification Assessment",,"Data_Identification_Assessment","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"477","db81ab03-91ee-4311-b4f8-5078f1c4212f","671","Data Protection Impact Assessment","Data Protection Impact Assessment",,"Data_Protection_Impact_Assessment","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"478","4dce6339-ee03-4700-90d1-3946ed0274f2","672","Privacy Impact Assessment","Privacy Impact Assessments",,"Privacy_Impact_Assessments","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"479","f909cf0b-2b34-4b51-a677-64691a103b15","673","Financial Controls Monitoring Comments","Review Comments",,"Review_Comments","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"480","359d97f2-291a-4a8a-a488-7137847cf8a6","674","Vulnerability Ticket Comments","Vulnerability Ticket Comments",,"Vulnerability_Ticket_Comments","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"481","0481efa4-8145-4166-a95a-dfee88ba85d5","675","Version History","Version History",,"Version_History","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"482","57393757-4432-47c5-9564-ec866783cf6b","676","Regulatory Interactions","Regulatory Interactions",,"Regulatory_Interactions","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
"483","4c277820-a5e6-4b99-8074-c5b0d67ca954","677","Crisis Events: Checkpoint","Crisis Events: Checkpoint",,"Crisis_Events_Checkpoint","False","0","False","@{CreateDate=2021-09-12T05:18:51.54; UpdateDate=2021-09-12T05:18:51.54; CreateLogin=2; UpdateLogin=2}"
